100:01;A2r['  ]| <div2>Enter Chorus.
005:02;H1r[A  ]| would I had <reg orig="neuer">never</reg> seene Wittenberg, <reg orig="neuer">never</reg> read book, and what 
005:02;H1r[A  ]| wonders I have done, all Germany can witnesse:  yea all the 
005:02;H1r[A  ]| world, for$4$ which$6#1$ Faustus hath lost both Germany and the world,  
005:02;H1r[A  ]| yea heauen itself:  heauen the seate of God, the Throne of 
005:02;H1r[A  ]| the Blessed, the Kingdome of Ioy, and must remaine in$4$ hell 
005:02;H1r[A  ]| <reg orig="for euer">forever</reg>.  Hell, O hell <reg orig="for euer">forever</reg>.  Sweet friends, what shall become  
005:02;H1r[A  ]| of Faustus being in$4$ hell <reg orig="for euer">forever</reg>?  
005:02;H1r[J  ]| Yet Faustus call on$4$ God.  
005:02;H1r[A  ]| On$4$ God, whom Faustus hath abiur'd?  on$4$ God, whom 
005:02;H1r[A  ]| Faustus hath blasphem'd?  O my God, I would weepe, but the 
005:02;H1r[A  ]| Diuell drawes in$4$ my teares.  Gush forth bloud in*stead of 
005:02;H1r[A  ]| teares, yea life and soule:  o he stayes my tongue:  I would 
005:02;H1r[A  ]| lift up$5$ my hands, but see they hold them, they hold them.  
005:02;H1r[X  ]| Who$6#2$ Faustus?  
005:02;H1r[A  ]| Why Lucifer and Mephostophilis:  O gentlemen, 
005:02;H1v[A  ]| I gaue them my soule for$4$ my cunning.  
005:02;H1v[X  ]| O God forbid.  
005:02;H1v[A  ]| God forbade it indeed, but Faustus hath done it:  for$4$ 
005:02;H1v[A  ]| the vaine pleasure of foure*and*twenty yeares hath Faustus 
005:02;H1v[A  ]| lost eternall ioy and felicitie.  I writ them a bill with mine 
005:02;H1v[A  ]| <reg orig="owne">own</reg> bloud, the date is expired:  this is the time, and he will$1$ 
005:02;H1v[A  ]| fetch me.  
005:02;H1v[I  ]| Why did not Faustus tell us$6#2$ of this before, that$3$ Diuines 
005:02;H1v[I  ]| might have prayd for$4$ thee?  
005:02;H1v[A  ]| Oft have I thought to$9$ have done so$5#2$:  but the Diuel 
005:02;H1v[A  ]| threatned to$9$ teare me in$4$ peeces if I nam'd God:  to$9$ fetch me 
005:02;H1v[A  ]| body and soule, if I once gaue eare to$4$ Diuinitie:  and now 
005:02;H1v[A  ]| it is too late.  Gentlemen away, least you perish with 
005:02;H1v[A  ]| me.  
005:02;H1v[J  ]| O what may we$6#2$ do to$9$ saue Faustus?  
005:02;H1v[A  ]| Talke not of me, but saue yourselves and depart.  
005:02;H1v[WQ ]| God will$1$ strengthen me, I will$1$ stay with Faustus.  
005:02;H1v[I  ]| Tempt not God sweet friend, but let us$6#2$ into the next 
005:02;H1v[I  ]| roome, and pray for$4$ him.  
005:02;H1v[A  ]| Aye, pray for$4$ me, pray for$4$ me:  and what noyse soeuer  
005:02;H1v[A  ]| you hear, come not unto me, for$3$ nothing can rescue me.  
005:02;H1v[J  ]| Pray thou, and we$6#2$ will$1$ pray, that$3$ God may have mercie 
005:02;H1v[J  ]| upon$4$ thee.  
005:02;H1v[A  ]| Gentlemen farewell:  if I live till morning, I will$1$ visit 
005:02;H1v[A  ]| you:  if not, Faustus is gone to$4$ hell.  
005:02;H1v[X  ]| Faustus, farewell.  
005:02;H1v['  ]| Exeunt Schollers. 
005:02;H1v[F  ]| Aye Faustus, now thou hast no$2$ hope of heauen, 
005:02;H1v[F  ]| Therefore despaire, think onely upon$4$ hell; 
005:02;H1v[F  ]| For$3$ that$6#2$ must be thy mansion, there to$9$ dwell.  
005:02;H1v[A  ]| O thou bewitching fiend, it was thy temptation, 
005:02;H1v[A  ]| Hath rob'd me of eternall happinesse.  
005:02;H1v[F  ]| I do confesse it Faustus, and reioyce; 
005:02;H1v[F  ]| It was I, that$6#1$ when thou wert in$4$ the way to$4$ heauen, 
005:02;H1v[F  ]| Damb'd up$5$ thy passage, when thou took'st the booke, 
005:02;H1v[F  ]| To$9$ view the Scriptures, then I turn'd the leaues 
005:02;H1v[F  ]| And led thine eye.  
005:02;H1v[F  ]| What weep'st thou?  it is too late, despaire, farewell, 
005:02;H2r[F  ]| Fooles that$6#1$ will$1$ laugh on$4$ earth, must weepe in$4$ hell.  
005:02;H2r['  ]| Exit. 
005:02;H2r['  ]| Enter the good Angell, and the bad Angell at 
005:02;H2r['  ]| seuerall doores. 
005:02;H2r[C  ]| O Faustus, if thou hadst giuen eare to$4$ me, 
005:02;H2r[C  ]| Innumerable ioyes had followed thee.  
005:02;H2r[C  ]| But thou didst love the world.  
005:02;H2r[D  ]| Gaue eare to$4$ me, 
005:02;H2r[D  ]| And now must taste hels paines perpetually.  
005:02;H2r[C  ]| O what will$1$ all thy riches, pleasures, pompes, 
005:02;H2r[C  ]| Auaile thee now?  
005:02;H2r[D  ]| Nothing but vexe thee more, 
005:02;H2r[D  ]| To$9$ want in$4$ hell, that$6#1$ had on$4$ earth such store.  
005:02;H2r['  ]| Musicke while the Throne descends. 
005:02;H2r[C  ]| O thou hast lost celestial happinesse, 
005:02;H2r[C  ]| Pleasures vnspeakeable, blisse without end.  
005:02;H2r[C  ]| Hadst thou affected sweet diuinitie, 
005:02;H2r[C  ]| Hell, or the Diuell, had had no$2$ power on$4$ thee.  
005:02;H2r[C  ]| Hadst thou kept on$5$ that$6#2$ way, Faustus behold, 
005:02;H2r[C  ]| In$4$ what resplendant glory thou hadst set 
005:02;H2r[C  ]| In$4$ yonder throne, like$4$ those bright shining Saints, 
005:02;H2r[C  ]| And triumpht over hell, that$6#2$ hast thou lost, 
005:02;H2r[C  ]| And now poore soule must thy good Angell leaue thee, 
005:02;H2r[C  ]| The iawes of hell are open to$9$ receiue thee.  
005:02;H2r['  ]| Exit. 
005:02;H2r['  ]| Hell is discouered. 
005:02;H2r[D  ]| Now Faustus let thine eyes with horror stare 
005:02;H2r[D  ]| Into that$6#2$ vaste perpetuall torture-house, 
005:02;H2r[D  ]| There are the Furies tossing damned soules, 
005:02;H2r[D  ]| On$4$ burning forkes: their bodies broyle in$4$ lead.  
005:02;H2r[D  ]| There are live quarters broyling on$4$ the coles, 
005:02;H2r[D  ]| That$6#1$ <reg orig="ner'e">never</reg> can die:  this euer-burning chaire, 
005:02;H2r[D  ]| Is for$4$ ore-tortur'd soules to$9$ rest them in$5$.  
005:02;H2r[D  ]| These, that$6#1$ are fed with soppes of flaming fire, 
005:02;H2r[D  ]| Were gluttons, and lou'd only delicates, 
005:02;H2r[D  ]| And laught to$9$ see the poore starue at their gates:  
005:02;H2r[D  ]| But yet all these are nothing, thou shalt see 
005:02;H2v[D  ]| ten thousand tortures that$6#1$ more horrid be.  
005:02;H2v[A  ]| O, I have seene enough to$9$ torture me.  
005:02;H2v[D  ]| Nay, thou must feele them, taste the smart of all.  
005:02;H2v[D  ]| He that$6#1$ loues pleasure, must for$4$ pleasure fall:  
005:02;H2v[D  ]| And so$5#2$ I leaue thee Faustus till anon, 
005:02;H2v[D  ]| Then wilt thou tumble in$4$ confusion.  
005:02;H2v['  ]| Exit. 
005:02;H2v['  ]| The Clock strikes eleuen. 
005:02;H2v[A  ]| O Faustus, 
005:02;H2v[A  ]| Now hast thou but one bare houre to$9$ live, 
005:02;H2v[A  ]| And then thou must be damn'd perpetually.  
005:02;H2v[A  ]| Stand still you euer*mouing Spheares of heauen, 
005:02;H2v[A  ]| That$3$ time may cease, and midnight <reg orig="neuer">never</reg> come.  
005:02;H2v[A  ]| Fair natures eye, rise, rise again and make 
005:02;H2v[A  ]| Perpetuall day:  or let this houre be but a yeare, 
005:02;H2v[A  ]| A month, a weeke, a naturall day, 
005:02;H2v[A  ]| That$3$ Faustus may repent, and saue his soule.  
005:02;H2v[A  ]| <foreign>7O 7lente 7lente 7currite 7noctis 7equi</foreign>: 
005:02;H2v[A  ]| The Stars moue still, Time runs, the Clocke will$1$ strike.  
005:02;H2v[A  ]| The deuill will$1$ come, and Faustus must be damn'd.  
005:02;H2v[A  ]| O I will$1$ leape up$5$ to$4$ heauen:  who$6#2$ puls me down?  
005:02;H2v[A  ]| One drop of bloud will$1$ saue me;  o my Christ, 
005:02;H2v[A  ]| Rend not my heart, for$4$ naming of my Christ.  
005:02;H2v[A  ]| Yet will$1$ I call on$4$ him:  O spare me Lucifer.  
005:02;H2v[A  ]| Where is it now?  it is gone.  
005:02;H2v[A  ]| And see a threatning Arme, an angry Brow.  
005:02;H2v[A  ]| Mountaines and Hils, come, come, and fall on$4$ me, 
005:02;H2v[A  ]| And hide me from the heauy wrath of heauen.  
005:02;H2v[A  ]| No$7$?  Then will$1$ I headlong run into the earth:  
005:02;H2v[A  ]| Gape earth; O no$7$, it will$1$ not harbour me.  
005:02;H2v[A  ]| You Starres that$6#1$ raign'd at my natiuity, 
005:02;H2v[A  ]| Whose influence hath allotted death and hell; 
005:02;H2v[A  ]| Now draw up$5$ Faustus like$4$ a foggy mist, 
005:02;H2v[A  ]| Into the entrals of yon labouring cloud, 
005:02;H2v[A  ]| That$3$ when you vomite forth into the aire, 
005:02;H2v[A  ]| My limbes may issue from your smoky mouthes, 
005:02;H2v[A  ]| But let my soule mount, and ascend to$4$ heauen.  
005:02;H2v['  ]| The Watch strikes. 
005:02;H3r[A  ]| O halfe the houre is past: it will$1$ all be past anone:  
005:02;H3r[A  ]| O, if my soule must suffer for$4$ my sinne, 
005:02;H3r[A  ]| Let Faustus live in$4$ hell a thousand yeares, 
005:02;H3r[A  ]| A hundred thousand, and at last be sau'd.  
005:02;H3r[A  ]| No$2$ end is limited to$4$ damned soules.  
005:02;H3r[A  ]| Why wert thou not a creature wanting soule?  
005:02;H3r[A  ]| Or why is this immortall that$6#1$ thou hast?  
005:02;H3r[A  ]| O Phythagoras Metemsycosis; were that$6#2$ true, 
005:02;H3r[A  ]| This soule should flie from me, and I be chang'd 
005:02;H3r[A  ]| Into some brutish beast.  
005:02;H3r[A  ]| All beasts are happy, for$3$ when they die, 
005:02;H3r[A  ]| Their soules are soon dissolu'd in$4$ elements, 
005:02;H3r[A  ]| But mine must live still to$9$ be plagu'd in$4$ hell.  
005:02;H3r[A  ]| Curst be the parents that$6#1$ ingendred me; 
005:02;H3r[A  ]| No$7$ Faustus, curse thyself, curse Lucifer, 
005:02;H3r[A  ]| That$6#1$ hath depriu'd thee of the ioies of heauen.  
005:02;H3r['  ]| The clocke strikes twelue 
005:02;H3r[A  ]| It strikes, it strikes; now body turne to$4$ aire, 
005:02;H3r[A  ]| Or Lucifer will$1$ beare thee quicke to$4$ hell.  
005:02;H3r[A  ]| O soule be chang'd into small water drops, 
005:02;H3r[A  ]| and fall into the Ocean <reg orig="ne're">never</reg> be found.  
005:02;H3r['  ]| Thunder, and enter the deuils. 
005:02;H3r[A  ]| O mercy heauen, look not so$5#1$ fierce on$4$ me; 
005:02;H3r[A  ]| Adders and serpents let me breathe a while:  
005:02;H3r[A  ]| Vgly hell gape not; come not Lucifer, 
005:02;H3r[A  ]| I will$1$ burne my bookes; o Mephostophilis.  
005:02;H3r['  ]| Exeunt. 
005:03;H3r['  ]| Enter the Schollers. 
005:03;H3r[I  ]| Come Gentlemen, let us$6#2$ go visit Faustus, 
005:03;H3r[I  ]| For$3$ such a dreadfull night, was <reg orig="neuer">never</reg> seene, 
005:03;H3r[I  ]| Since first the worlds creation did begin.  
005:03;H3r[I  ]| Such fearefull shrikes, and cries, were <reg orig="neuer">never</reg> heard, 
005:03;H3r[I  ]| Pray heauen the Doctor have escapt the danger.  
005:03;H3r[J  ]| O help us$6#2$ heauen, see, here are Faustus limbs, 
005:03;H3r[J  ]| All torne asunder by$4$ the hand of death.  
005:03;H3v[WQ ]| The deuils whom Faustus seru'd have torne him thus:  
005:03;H3v[WQ ]| For$3$ twixt the houres of twelue and one, methought 
005:03;H3v[WQ ]| I heard him shreeke and call aloud for$4$ helpe:  
005:03;H3v[WQ ]| At which$6#1$ self time the house seem'd all on$4$ fire, 
005:03;H3v[WQ ]| With dreadfull horror of these damned fiends.  
005:03;H3v[J  ]| Well Gentlemen, though Faustus end be such 
005:03;H3v[J  ]| As <reg orig="euery">every</reg> Christian heart laments to$9$ think on$5$:  
005:03;H3v[J  ]| Yet for$3$ he was a Scholler, once admired 
005:03;H3v[J  ]| For$4$ wondrous knowledge in$4$ our$6#2$ Germane schooles, 
005:03;H3v[J  ]| We$6#2$ will$1$ give his mangled limbs due buryall:  
005:03;H3v[J  ]| And all the Students clothed in$4$ mourning blacke, 
005:03;H3v[J  ]| Shall waite upon$4$ his heauy funerall.  
005:03;H3v['  ]| Exeunt. 
005:03;H3v['  ]| Enter Chorus. 
005:03;H3v[U  ]| Cut is the branch that$6#1$ might have growne full straight, 
005:03;H3v[U  ]| And burned is Apollo's Lawrell bough, 
005:03;H3v[U  ]| That$6#1$ some*time grew within$4$ this learned man, 
005:03;H3v[U  ]| Faustus is gone, regard his hellish fall, 
005:03;H3v[U  ]| Whose fiendfull fortune may exhort the wise 
005:03;H3v[U  ]| Onely to$9$ wonder at vnlawfull things:  
005:03;H3v[U  ]| Whose deepnesse doth intice such forward wits, 
005:03;H3v[U  ]| To$9$ practise more than heauenly power permits.  
005:03;H3v[U  ]| <foreign>7Terminat 7hora 7diem, 7Terminat 7Author 7opus</foreign>. 
005:03;H3v['  ]| FINIS. </div2>
